term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
36 months,RENT,wedding,Source Verified,Fully Paid,2000,2000,2000,49029,11.99,66.42,9.67,0,0,4,0,795,20,2261.493647,2261.49,2000,261.49,1265.67,0
36 months,RENT,credit_card,Not Verified,Fully Paid,15000,15000,14575,70204,15.7,525.17,19.21,0,1,5,0,7776,13,15694.96425,15250.3,15000,694.96,9126.27,0
36 months,MORTGAGE,educational,Verified,Charged Off,8400,8400,7450,94000,12.84,282.4,22.54,0,1,14,0,65621,30,5563.83,4934.4,3566.58,1231.84,282.4,1
36 months,MORTGAGE,credit_card,Verified,Fully Paid,24000,24000,24000,50400,9.91,773.4,19.36,0,0,14,0,25942,22,27436.42431,27436.42,24000,3436.42,8891.06,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,4100,529.1719505,39996,11.66,135.52,3.99,0,0,18,0,7102,25,4878.454819,542.13,4100,778.46,135.56,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,14400,14400,14125,48000,8.49,454.51,22.07,0,0,11,0,15051,23,16274.4561,15963.66,14400,1874.46,3567.63,0
36 months,RENT,credit_card,Verified,Fully Paid,12000,12000,11750,80800,8.9,381.04,20.91,0,0,16,0,18252,26,13717.38008,13431.6,12000,1717.38,392.86,0
36 months,RENT,home_improvement,Source Verified,Charged Off,2500,2500,2250,36000,8.49,78.91,17.87,0,0,7,0,872,10,860.08,773.87,450.21,116.95,332.44,1
60 months,MORTGAGE,debt_consolidation,Verified,Charged Off,25000,16625,16125,45000,11.49,365.55,12.75,0,0,21,0,12808,46,15897.68,15417.78,6545.58,3688.35,70.56,1
36 months,RENT,other,Not Verified,Does not meet the credit policy. Status:Fully Paid,4300,4300,4288.955019,63350,15.31,149.71,5.13,0,6,11,1,455,25,5325.649031,5309.92,4300,1010.65,1421.14,0
36 months,RENT,credit_card,Not Verified,Fully Paid,12000,12000,12000,45000,6.62,368.45,9.89,0,0,10,0,14924,31,13233.86023,13233.86,12000,1233.86,2199.57,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9989.70203,48000,15.7,350.11,23.63,2,0,8,0,10586,22,12604.88734,12590.1,10000,2604.89,366.39,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,10000,10000,10000,44959,11.71,330.76,5.98,0,0,5,0,9005,9,11841.29287,11841.29,10000,1841.29,2265.85,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,6500,6500,6500,73000,6.03,197.84,11.03,0,0,10,0,2088,33,6813.590879,6813.59,6500,313.59,4837.24,0
60 months,MORTGAGE,credit_card,Source Verified,Charged Off,16950,16950,16950,45000,16.49,416.62,13.97,1,0,15,0,18607,56,9492.17,9492.17,3755.38,4957.69,275.67,1
36 months,MORTGAGE,house,Source Verified,Fully Paid,6250,6250,6243.631715,78000,6.76,192.3,5.91,1,2,8,0,1234,24,6922.952916,6915.35,6250,672.95,221.32,0
36 months,RENT,other,Not Verified,Charged Off,3000,3000,2850,14400,11.83,99.41,4.17,0,1,2,0,0,4,1504.44,1429,885.01,351.77,50,1
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,24000,24000,24000,131004,7.49,746.44,7.19,0,1,8,0,18061,18,26107.65756,26107.66,24000,2107.66,13427.46,0
36 months,RENT,credit_card,Not Verified,Charged Off,4000,4000,4000,32993.73,11.71,132.31,12.37,0,0,12,0,8512,16,3266.75,3266.75,2376.27,646.62,132.31,1
36 months,RENT,other,Not Verified,Fully Paid,8000,8000,6825,50000,12.92,269.25,1.39,0,3,5,0,2692,11,9664.35201,8244.9,8000,1664.35,1324.28,0
36 months,RENT,vacation,Verified,Fully Paid,25000,25000,25000,163000,9.91,805.63,4.4,0,0,5,0,865,10,26319.63526,26319.64,25000,1319.64,11684.88,0
60 months,RENT,credit_card,Source Verified,Fully Paid,9325,9325,9325,32020,11.99,207.39,15.97,0,0,5,0,15771,17,12439.09999,12439.1,9325,3114.1,617.87,0
60 months,RENT,debt_consolidation,Verified,Charged Off,25000,25000,24975,64000,14.65,590.17,14.49,0,1,8,0,9943,17,5511.08,5505.57,2378.99,2341.33,590.17,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,5825,45396,15.31,208.9,14.7,0,1,6,0,6474,28,6366.282679,6180.6,6000,366.28,5532.69,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,9000,9000,9000,50000,7.51,280,4.44,0,1,10,0,8556,15,9556.525909,9556.53,9000,556.53,1391.94,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,30000,30000,30000,75000,21.28,816.34,11.44,0,1,13,0,31639,39,36821.63842,36821.64,30000,6821.64,20379.7,0
36 months,RENT,credit_card,Not Verified,Charged Off,4000,4000,4000,27500,10.62,130.24,5.76,0,1,6,0,4423,18,3168.97,3168.97,2516.91,600.69,130.24,1
36 months,RENT,credit_card,Not Verified,Fully Paid,7200,7200,7200,24000,10.65,234.53,20.95,0,0,17,0,10350,22,8442.969997,8442.97,7200,1242.97,249.02,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9925,38400,10.38,324.46,8.34,0,0,5,0,10825,7,11681.45288,11593.84,10000,1681.45,335.19,0
36 months,MORTGAGE,other,Verified,Fully Paid,6000,6000,6000,20400,15.99,210.92,15.12,1,1,3,0,493,10,7592.779934,7592.78,6000,1592.78,233.26,0
60 months,MORTGAGE,credit_card,Source Verified,Fully Paid,14400,14400,14150,37100,18.39,368.73,18.02,0,0,9,0,11742,10,21772.07997,21394.09,14400,7372.08,4443.03,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,30000,30000,27084.47359,60000,16.4,735.94,20.26,0,0,16,0,25723,54,41531.81283,35551.3,30000,11531.81,11050.24,0
60 months,RENT,debt_consolidation,Verified,Does not meet the credit policy. Status:Charged Off,20000,20000,16466.10919,127000,19.66,526.11,13.39,1,5,6,0,16641,39,16267.68,8899.44,8375.22,7224.62,526.11,1
36 months,MORTGAGE,major_purchase,Verified,Fully Paid,7500,7500,7450,129996,11.86,248.61,21.95,0,2,17,0,44042,46,8950.457415,8890.79,7500,1450.46,269.54,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,3200,3200,3150,36000,14.83,75.85,15.57,0,1,4,1,2571,9,4551.258621,4480.15,3200,1351.26,0.25,0
60 months,MORTGAGE,medical,Not Verified,Fully Paid,8000,8000,8000,72000,18.25,204.24,16.83,3,0,23,0,12668,50,8123.33,8123.33,8000,123.33,8123.4,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,11425,11425,11425,52500,7.51,355.45,26,0,0,4,0,20021,11,12795.84,12795.84,11425,1370.84,361.42,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,8000,8000,8000,80000,12.42,267.33,6.57,0,0,10,0,11222,14,9621.45,9621.45,8000,1621.45,540.21,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,42000,10.59,195.27,12.74,0,3,11,0,528,22,6188.262323,6188.26,6000,188.26,3609.21,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,10575,10575,10550,250000,6.99,326.48,2.23,0,0,7,0,1592,17,10637.31,10612.16,10575,62.31,10638.28,0
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Charged Off,15000,15000,9874.995664,1.00E+05,16.71,532.63,29.04,0,1,20,0,71002,37,10647.63,7005.81,7541.97,3079.07,728.6,1
36 months,RENT,car,Verified,Fully Paid,4800,4800,4800,14400,14.65,165.58,2.08,0,1,2,0,40,9,5311.477393,5311.48,4800,511.48,1119.33,0
60 months,MORTGAGE,small_business,Verified,Fully Paid,14400,14400,14400,160000,11.99,320.25,6.22,0,3,9,0,22254,39,14543.94,14543.94,14400,143.94,14545.47,0
60 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,15000,9875,9625,133900,15.95,239.88,10.69,0,1,9,0,15414,18,13797.28026,13447.98,9875,3922.28,3153.29,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,1000,1000,1000,43200,10.74,32.62,19.5,0,0,7,0,2101,9,1174.256523,1174.26,1000,174.26,35.85,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,9000,9000,9000,55000,10.99,294.61,21.95,0,2,8,0,2272,21,10489.4263,10489.43,9000,1489.43,2855.72,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,9600,9600,9278.57,37740,13.11,323.96,14.69,0,0,5,0,3598,8,11566.26518,11174.49,9600,1966.27,2511.41,0
60 months,MORTGAGE,small_business,Verified,Fully Paid,10000,10000,9975,56000,16.69,246.87,6.94,0,1,8,0,7105,22,10175.97,10150.53,10000,175.97,2677.7,0
36 months,RENT,debt_consolidation,Not Verified,Charged Off,5000,5000,5000,27096,7.9,156.46,1.11,0,0,12,0,424,14,948.83,948.83,624.81,156.25,156.46,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,12300,12300,12300,70000,8.49,388.23,18.7,1,0,9,0,9848,24,13976.02349,13976.02,12300,1676.02,409.62,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,16750,16750,16750,48000,17.58,602.03,15.68,0,1,12,0,22181,18,19682.25754,19682.26,16750,2932.26,11873.37,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,35000,9.32,191.69,7.85,0,2,7,0,9432,18,6891.625255,6891.63,6000,891.63,790.63,0
36 months,RENT,credit_card,Source Verified,Fully Paid,15000,15000,15000,60000,13.35,507.95,14.54,0,1,6,0,2383,8,17992.98444,17992.98,15000,2992.98,331.05,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,15000,15000,15000,55000,15.27,521.97,22.69,0,1,12,0,14475,32,18508.50257,18508.5,15000,3508.5,222.12,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,12000,12000,11900,75000,9.63,385.14,9.12,0,2,8,0,5212,17,13756.33067,13641.69,12000,1756.33,3378.83,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9500,45000,12.98,336.85,11.44,0,0,2,0,8182,8,12127.12074,11520.76,10000,2127.12,348.85,0
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,28000,28000,27975,128600,7.9,876.13,11.69,0,3,13,0,11431,44,31540.56307,31512.4,28000,3540.56,890.77,0
36 months,RENT,credit_card,Verified,Fully Paid,6300,6300,6300,54380,10.75,205.51,16.55,0,0,4,0,11935,10,7398.697435,7398.7,6300,1098.7,221.44,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,15000,9650,8587.290876,77064,18.67,248.58,14.4,0,1,9,0,29797,22,14914.5391,12642.75,9649.99,5264.55,263.17,0
36 months,OWN,other,Not Verified,Charged Off,3000,3000,2950,35000,10.62,97.68,8.91,1,2,15,0,12509,31,3441.61,3384.38,2891.08,521.19,97.68,1
36 months,OWN,small_business,Not Verified,Fully Paid,10200,10200,6454.284614,50000,9.63,327.37,15.46,0,1,5,0,15303,15,11784.96831,7358.61,10200,1584.97,337.73,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,12000,12000,11975,42000,6.99,370.48,14.29,0,3,9,0,0,23,13087.90067,13060.63,12000,1087.9,2557.05,0
60 months,RENT,debt_consolidation,Source Verified,In Grace Period,8000,8000,8000,70000,20.99,216.39,11.31,0,1,4,0,10406,7,12745.14,12745.14,7760.22,4969.92,216.39,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,1000,1000,1000,38000,10,21.25,22.01,0,0,10,0,36705,27,1151.168681,1151.17,1000,151.17,727.19,0
36 months,MORTGAGE,other,Verified,Does not meet the credit policy. Status:Fully Paid,15000,15000,14500,55000,14.22,514.27,5.63,0,4,6,1,10674,24,15686.96017,15164.06,15000,686.96,14149.42,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,6500,6500,6488.920038,30000,7.74,202.93,17.68,0,0,8,0,4301,23,7305.367348,7292.11,6500,805.37,207.71,0
36 months,RENT,credit_card,Source Verified,Charged Off,8500,8500,8500,27050,15.96,298.67,10.25,0,3,7,0,5956,10,3937.28,3937.28,2218.92,1357.61,298,1
36 months,RENT,other,Not Verified,Fully Paid,6000,6000,6000,50508,5.42,180.96,2.42,0,1,7,0,5794,25,6502.846459,6502.85,6000,502.85,850.48,0
36 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,15800,15800,15800,36000,13.72,537.87,15.1,1,2,6,0,6403,7,19364.58877,19364.59,15800,3564.59,549.82,0
36 months,OWN,other,Verified,Fully Paid,15000,15000,15000,33600,18.39,545.23,14.25,0,0,3,0,2038,8,19628.04652,19628.05,15000,4628.05,568.34,0
36 months,OWN,other,Not Verified,Fully Paid,7200,7200,4167.97,42996,14.11,246.45,13.62,0,1,3,0,1621,6,8872.077225,4755.27,7199.98,1672.1,253.56,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,10000,10000,9500,70000,9.99,322.63,23.83,0,1,13,0,28791,37,11083.31668,10529.15,10000,1083.32,6263,0
60 months,MORTGAGE,credit_card,Verified,Fully Paid,22000,22000,21975,190000,13.99,511.79,6.3,0,1,8,0,21092,26,30576.3899,30541.64,22000,8576.39,3963.31,0
60 months,RENT,moving,Not Verified,Fully Paid,4500,4500,4475,79000,13.98,104.67,5.21,0,0,5,0,2732,10,6256.240008,6221.48,4500,1756.24,715.37,0
36 months,OWN,debt_consolidation,Verified,Fully Paid,6000,6000,6000,24000,5.42,180.96,20.85,0,1,12,0,3412,23,6442.618797,6442.62,6000,442.62,2470.46,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,18250,18250,18150,34000,10.25,591.03,19.13,1,0,8,0,3108,21,20348.09721,20236.6,18250,2098.1,10488.64,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,15000,15000,15000,90000,16.82,371.34,21.87,0,0,9,0,41489,36,22280.25445,22280.25,14999.99,7280.26,405.78,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,7875,7875,7600,55680,10.65,256.52,6.81,2,0,6,0,7897,17,8650.368645,8348.29,7875,775.37,45.7,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Charged Off,12000,12000,12000,72000,18.79,309.91,12.33,0,1,6,0,12015,7,5225.49,5225.49,1897.54,2749.9,329.04,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4000,4000,4000,20000,14.59,137.86,12.54,0,1,7,1,3167,9,4963.167768,4963.17,4000,963.17,142.12,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,12000,12000,12000,42000,13.48,407.09,20.57,0,0,9,0,25881,19,12642.9898,12642.99,12000,642.99,11020.6,0
36 months,RENT,other,Not Verified,Fully Paid,7000,7000,6950,36000,9.99,225.84,21.67,0,2,8,0,7487,11,8130.133357,8072.06,7000,1130.13,245.36,0
36 months,RENT,wedding,Verified,Fully Paid,2000,2000,2000,32000,16.49,70.8,18.19,2,2,10,0,970,12,2308.522818,2308.52,2000,308.52,1460.94,0
36 months,RENT,debt_consolidation,Verified,Charged Off,11500,11500,10929.2003,30000,10.36,373.02,16.32,0,2,11,0,17086,24,2319.92,1548.77,1392.07,472.43,373.02,1
60 months,MORTGAGE,debt_consolidation,Verified,Current,30000,30000,29975,135000,13.49,690.15,15.96,0,1,16,0,31876,42,38606.96,38574.9,27291.28,11315.68,690.15,0
36 months,RENT,credit_card,Not Verified,Fully Paid,10000,10000,10000,72000,15.7,350.11,17.45,0,3,8,0,7484,13,12605.41977,12605.42,10000,2605.42,373.75,0
36 months,RENT,credit_card,Not Verified,Fully Paid,5000,5000,4988.396595,41017.56,8.94,158.86,14.16,0,0,4,0,4463,12,5718.845926,5704.63,5000,718.85,175.8,0
36 months,RENT,other,Verified,Fully Paid,1600,1600,1600,25000,12.98,53.9,7.1,0,2,12,0,5522,19,1940.412523,1940.41,1600,340.41,57.01,0
36 months,RENT,other,Verified,Fully Paid,2000,2000,2000,12000,11.89,66.33,5.7,0,1,4,0,1616,9,2293.220485,2293.22,2000,293.22,1105.03,0
36 months,RENT,small_business,Not Verified,Fully Paid,6400,6400,6400,32000,8.9,203.23,9.26,0,0,7,0,7023,12,7332.377125,7332.38,6400,917.38,211.39,0
36 months,RENT,credit_card,Not Verified,Charged Off,3000,2225,0,24000,11.28,73.14,12.45,1,0,3,0,3623,9,1023.82,0,777.44,246.38,73.14,1
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,20000,20000,19949.54453,50866,12.18,666,22.88,0,1,10,0,26803,16,23977.02833,23913.86,20000,3977.03,691.84,0
60 months,RENT,small_business,Source Verified,Charged Off,11200,11200,11200,80000,19.29,292.33,3.34,1,0,4,0,5675,7,12107.98,12107.98,112.03,179.63,292.33,1
36 months,MORTGAGE,other,Not Verified,Fully Paid,10000,10000,9900,99996,13.61,339.89,7.64,0,0,8,0,0,30,12183.80689,12061.97,10000,2183.81,372.47,0
36 months,RENT,moving,Not Verified,Fully Paid,6400,6400,4075,60000,9.64,205.45,7.72,0,0,7,0,3362,8,7395.962477,4709.15,6400,995.96,206.58,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,20000,5775,4035.26,97200,12.29,192.62,19.7,0,1,13,0,13685,27,6934.039437,4799.64,5775,1159.04,200.64,0
36 months,RENT,other,Verified,Fully Paid,11000,11000,10269.76998,47900,7.51,342.21,12.88,0,2,11,0,10922,23,12319.71039,11486.28,11000,1319.71,383.09,0
36 months,RENT,credit_card,Not Verified,Fully Paid,12800,12800,12775,64000,14.35,439.66,19.11,0,1,13,0,20617,23,15439.28186,15409.13,12800,2639.28,5365.47,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,25000,25000,25000,134000,16.07,879.8,23.18,0,1,20,0,77269,36,31672.92586,31672.93,25000,6672.93,931.53,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,3000,3000,3000,22000,15.28,71.82,19.91,0,3,7,0,2989,8,3839.185518,3839.19,3000,839.19,2050.49,0
60 months,RENT,credit_card,Not Verified,Fully Paid,15600,15600,15475,82000,15.95,378.95,14.11,0,0,14,0,22375,19,22644.26999,22462.83,15600,7044.27,2601.44,0
36 months,OWN,small_business,Not Verified,Does not meet the credit policy. Status:Fully Paid,25000,25000,22655.10495,84000,10.25,809.62,16.77,0,0,7,0,272481,13,29147.24744,26378.35,25000,4147.25,873.94,0
36 months,RENT,home_improvement,Verified,Fully Paid,4800,4800,4800,22884,10.38,155.75,19.87,0,0,6,0,2194,9,5166.000393,5166,4800,366,2810.89,0
36 months,RENT,credit_card,Source Verified,Fully Paid,9600,9600,9600,37000,16.77,341.17,19.62,0,0,7,0,6636,8,12282.05001,12282.05,9600,2682.05,358.46,0
60 months,MORTGAGE,small_business,Not Verified,Charged Off,4950,4950,4950,35000,15.65,119.46,19.41,0,1,7,0,16857,12,2363.29,2363.29,1102.03,1040.87,119.46,1
36 months,RENT,credit_card,Source Verified,Fully Paid,14400,14400,14400,58977,15.27,501.09,12.88,0,1,17,0,16939,22,18039.1,18039.1,14400,3639.1,518.41,0
36 months,RENT,other,Not Verified,Fully Paid,4000,4000,4000,18000,11.12,131.19,9.67,0,1,7,1,5515,10,4723.129147,4723.13,4000,723.13,157.26,0
60 months,MORTGAGE,credit_card,Not Verified,Fully Paid,12000,12000,12000,55000,13.43,275.69,21.49,0,2,11,0,13254,30,16525.88998,16525.89,12000,4525.89,1087.25,0
36 months,RENT,vacation,Source Verified,Fully Paid,2000,2000,2000,40800,6.62,61.41,27.21,0,0,10,0,8940,14,2210.652935,2210.65,2000,210.65,67.49,0
36 months,RENT,credit_card,Not Verified,Charged Off,7000,7000,7000,39000,7.9,219.04,15.48,0,0,10,0,8357,17,2071.27,2071.27,1413.38,337.21,438.08,1
60 months,MORTGAGE,major_purchase,Verified,Fully Paid,26000,26000,25975,33600,18.25,663.78,3.93,0,1,5,0,8482,20,26397.93,26372.54,26000,397.93,26398.06,0
60 months,MORTGAGE,debt_consolidation,Verified,Charged Off,14000,14000,13750,67200,12.69,316.33,3.91,1,0,5,0,4458,9,15221.49,14949.64,9623.81,4595.08,316.33,1
36 months,RENT,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,6600,6600,2250,36400,13.62,224.36,14.34,0,0,9,0,11541,12,8076.790461,2753.45,6600,1476.79,238.96,0
60 months,MORTGAGE,medical,Verified,Fully Paid,21000,21000,21000,78000,14.91,498.6,5.62,0,3,13,0,3861,35,21379.1623,21379.16,21000,379.16,397.65,0
36 months,OWN,debt_consolidation,Verified,Fully Paid,3375,3375,3375,18000,12.53,112.95,24.2,0,0,10,0,15813,15,4066.155783,4066.16,3375,691.16,120.45,0
60 months,RENT,debt_consolidation,Verified,Charged Off,35000,35000,34975,93500,17.99,888.58,14.57,0,3,15,0,27893,31,5323.8,5320.02,2263.44,3060.36,888.58,1
36 months,RENT,other,Not Verified,Fully Paid,5000,5000,5000,1.00E+05,7.29,155.05,18.66,0,0,13,0,23484,37,5581.772363,5581.77,5000,581.77,171.9,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,18225,18225,18225,50000,10.99,596.58,13.68,0,0,11,0,19541,27,21476.74494,21476.74,18225,3251.74,636.64,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,20000,15100,15000,140304,6.91,465.63,15.04,0,0,8,0,31611,33,16668.94379,16558.56,15100,1568.94,4102.61,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4275,4275,4275,30000,11.86,141.71,3.2,0,0,10,0,3461,11,5102.029138,5102.03,4275,827.03,161.66,0
36 months,RENT,other,Source Verified,Fully Paid,6800,6800,6800,65700,10.37,220.61,23.11,0,0,8,1,10373,13,7079.949578,7079.95,6800,279.95,6198.86,0
36 months,RENT,credit_card,Not Verified,Fully Paid,4000,4000,4000,37200,13.49,135.73,15.94,0,2,5,0,3519,9,4885.91872,4885.92,4000,885.92,150.63,0
36 months,OWN,small_business,Not Verified,Fully Paid,5375,5375,5375,28800,11.11,176.26,24.83,1,1,6,0,1625,12,6347.068202,6347.07,5375,972.07,211.06,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,18000,18000,18000,42000,14.65,620.9,19.63,0,1,7,0,12362,17,21606.94172,21606.94,18000,3606.94,8581.52,0
36 months,OWN,credit_card,Not Verified,Fully Paid,1200,1200,300.99,32000,9.96,38.7,1.13,0,2,2,0,613,7,1393.109735,349.3,1200,193.11,40.85,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,80000,6.99,185.24,13.77,0,1,12,0,10884,25,6668.446349,6668.45,6000,668.45,195.05,0
36 months,RENT,major_purchase,Verified,Fully Paid,17475,17475,17450,45000,11.99,580.34,22.35,0,0,7,0,11952,26,20892.09372,20862.21,17475,3417.09,581.96,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,8500,8500,8475,110000,7.51,264.45,24.91,0,3,18,0,9440,51,9520.062076,9492.06,8500,1020.06,289.4,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,5000,5000,4926.570793,20000,13.22,169.01,10.14,0,3,5,1,5881,23,6447.767162,6345.47,5000,1447.77,4553.02,0
60 months,RENT,small_business,Not Verified,Current,35000,21400,21400,65000,17.99,543.31,7.11,0,2,7,0,19042,17,32033.28,32033.28,20854.02,11179.26,543.31,0
60 months,MORTGAGE,home_improvement,Verified,Current,21000,21000,21000,90000,15.27,502.57,13.23,0,1,8,0,15471,18,27063.52,27063.52,18074.41,8989.11,502.57,0
60 months,RENT,home_improvement,Verified,Fully Paid,16000,16000,15875,35000,14.65,377.71,3.33,0,6,9,0,2414,19,16196.42,16069.89,16000,196.42,16197.31,0
36 months,OWN,other,Verified,Fully Paid,12000,12000,11906.78415,36184.8,9.99,387.15,20.59,0,2,8,0,2932,27,13927.83342,13806.88,12000,1927.83,1178.56,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,4500,4500,4500,25200,5.42,135.72,4.86,0,0,5,0,4346,25,4885.890474,4885.89,4500,385.89,144.44,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,7500,7500,7500,48000,5.79,227.46,12.25,0,0,6,0,239,19,8076.213238,8076.21,7500,576.21,3321.01,0
60 months,RENT,debt_consolidation,Verified,Charged Off,20000,20000,19950,85000,20.85,539.39,20.89,0,0,11,0,21274,19,5391.17,5377.72,2063.5,3307.88,539.39,1
60 months,MORTGAGE,credit_card,Source Verified,Charged Off,22800,22800,15874.99524,144500,17.19,568.98,8.87,0,0,9,0,31058,16,5542.15,3855.98,1462.51,3048.51,602.78,1
36 months,MORTGAGE,small_business,Verified,Charged Off,21200,21200,21200,60000,12.42,708.41,21.18,0,0,7,0,6334,10,12096.57,12096.57,8451.46,2877.43,1452.24,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,30000,30000,30000,120000,7.9,938.71,12.05,0,1,13,0,38589,28,33852.68998,33852.69,30000,3805.75,967.67,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,20000,12950,12350,80000,8.88,411.09,9.43,0,1,8,0,14877,28,14799.8967,14114.19,12950,1849.9,446.45,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,4000,4000,4000,30000,10.59,130.18,14.76,0,2,5,0,201,8,4103.601623,4103.6,4000,103.6,3844.54,0
36 months,MORTGAGE,medical,Not Verified,Does not meet the credit policy. Status:Fully Paid,2750,1475,175,39161.2,15.38,51.41,21.66,0,4,8,0,3975,20,1686.686723,200.12,1475,211.69,1069.96,0
60 months,MORTGAGE,home_improvement,Verified,Fully Paid,10500,10500,10400,76200,13.61,242.2,19.57,0,2,10,0,32913,23,13176.30081,13050.81,10500,2676.3,6897,0
36 months,MORTGAGE,small_business,Not Verified,Fully Paid,15000,15000,1550,75000,12.21,499.73,15.02,0,2,5,0,40882,24,15589.19894,1610.89,15000,589.2,14090.53,0
60 months,RENT,other,Verified,Charged Off,6000,6000,5975,22800,19.41,157.01,11.47,0,0,4,0,4469,7,1502.52,1496.28,506.05,745.87,157.01,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,25000,25000,24750,81000,7.29,775.25,18.55,0,0,12,0,11306,27,27540.04034,27264.64,25000,2540.04,6447.64,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,5000,5000,5000,65004,10.59,162.73,4.71,0,1,8,0,8306,17,5858.047647,5858.05,5000,858.05,173.22,0
36 months,RENT,other,Not Verified,Fully Paid,1500,1500,1500,27996,12.68,50.32,10.03,1,0,6,0,6104,11,1811.311859,1811.31,1500,311.31,57.09,0
36 months,MORTGAGE,medical,Verified,Charged Off,2500,2500,2500,40000,12.23,83.32,12.48,2,2,8,0,4179,27,288.66,288.66,115.49,50.87,181.64,1
36 months,MORTGAGE,major_purchase,Source Verified,Fully Paid,8000,8000,8000,30000,7.49,248.82,25.36,0,0,15,0,19870,40,8957.23864,8957.24,8000,957.24,268.57,0
36 months,MORTGAGE,credit_card,Source Verified,Fully Paid,6000,6000,6000,52000,8.88,190.47,12.18,1,0,17,0,6950,24,6724.295105,6724.3,6000,724.3,1351.7,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,4200,4200,4200,52000,13.23,141.99,14.86,0,0,12,0,5660,18,5111.421859,5111.42,4200,911.42,144.74,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,14000,14000,14000,79000,18.79,361.56,15.72,2,2,13,0,17707,27,6441.9,6441.9,2546.15,3226.31,361.56,1
